CÓDIGO;ESCUELA;REGIONAL;DISTRITO;CORREGIMIENTO;LATITUD;LONGITUD;NIVEL ESCOLAR;MATRÍCULA;ENERGIA;ACCESO;Director;Telefono;Regional Meduca;Telefono2;Categoría Implementación;IP WAN (mikrotik);IP LAN;Firewall;Gabinete 9U;PATCHPANEL;MANEJADOR DE CABLE;Bandeja;PDU;UPS;UPS SNMP Card;RT Mikrotik Tipo A (negro);RT Mikrotik Tipo B (blanco);AP INDOOR;AP OUTDOOR;Power Inyector ;Kit Starlink;Base Starlink;Gabinete 42U;Fotovoltaico;Bodega;Instalacion;Fecha final;COMENTARIOS;Configurado x Liberty
2790;ESC. MELQUISEDEC VASQUEZ;LOS SANTOS;LAS TABLAS;SANTO DOMIN- GO;7.7490166;-80.2433876;Primaria;145;SI;TERRESTRE;Dalvis de Delgado ;67639515;ALBIS PEREZ;64930591;Drop CWP;10.80.96.32/30;172.17.129.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2793;ESC. VALLE RICO;LOS SANTOS;LAS TABLAS;VALLE RICO;7.62202027;-80.3527871;Primaria;14;SI;TERRESTRE;Josefa González ;64460764;ALBIS PEREZ;64930591;Construcción OE;10.80.90.80/30;172.17.82.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2795;ESC. EL GUAYABO;LOS SANTOS;LAS TABLAS;VALLE RICO;7.60581737;-80.3720479;Primaria;6;SI;TERRESTRE;Margarita Medina;67721902;ALBIS PEREZ;64930591;Construcción OE;10.80.90.84/30;172.17.82.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2796;C.E.B.G. JAIME ALBA;LOS SANTOS;LAS TABLAS;VALLERRIQUITO;7.62314169;-80.3158041;Basica General;105;SI;TERRESTRE;Carlos Zamora ;65380890;ALBIS PEREZ;64930591;Construcción OE;10.80.90.88/30;172.17.82.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2800;ESC. SAN AGUSTIN;LOS SANTOS;LOS SANTOS;LA VILLA DE LOS SANTOS;7.91969115;-80.4463425;Primaria;35;SI;TERRESTRE;Mónica L. Fuentes P.;62950448;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.104/30;172.17.187.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2801;"INSTITUTO CORO-
NEL SEGUNDO DE VILLARREAL";LOS SANTOS;LOS SANTOS;LA VILLA DE LOS SANTOS;7.930640710;-80.41497080;Prof. Y Tecnica;1050;SI;TERRESTRE;Adan Fernandez;64144759;ALBIS PEREZ;64930591;Fibra Activa CWP;10.60.65.72/30;172.16.58.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Diciembre;;NO
2808;I.P.T. AZUERO;LOS SANTOS;LOS SANTOS;LA VILLA DE LOS SANTOS;7.92841842;-80.4166375;Prof. Y Tecnica;445;SI;TERRESTRE;Brenitz Pinzón Alain ;66077979;ALBIS PEREZ;64930591;Drop CWP;10.60.63.72/30;172.16.42.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2811;JARDÍN LIDIA B. DE JAEN;LOS SANTOS;LAS TABLAS;LAS TABLAS;7.770691000;-80.27735500;Inicial;304;SI;TERRESTRE;Reina Barrios;62730407;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.112/30;172.17.187.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2812;C.E.B.G. NICANOR VILLALAZ;LOS SANTOS;LOS SANTOS;LA VILLA DE LOS SANTOS;7.9313079;-80.4114714;Basica General;759;SI;TERRESTRE;Elizabeth Hernández;64144759;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.116/30;172.17.187.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2813;ESC. SAN LUIS;LOS SANTOS;LOS SANTOS;EL GUÁSIMO;7.86140852;-80.5192733;Primaria;36;SI;TERRESTRE;Lineth Villarreal de Mendoza ;67256920;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.28/30;172.17.24.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2814;ESC. EL GUASIMO;LOS SANTOS;LOS SANTOS;EL GUÁSIMO;7.80967952;-80.5267885;Primaria;7;SI;TERRESTRE;Luz Ramos ;65466905;ALBIS PEREZ;64930591;Construcción FTTH;10.80.90.92/30;172.17.82.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2816;ESC. LA COLORADA;LOS SANTOS;LOS SANTOS;LA COLORADA;7.82776228;-80.556635;Primaria;105;SI;TERRESTRE;Zoila Rodríguez ;63965097;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.120/30;172.17.187.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2818;ESC. MARIA BEATRIZ RODRIGUEZ;LOS SANTOS;LOS SANTOS;LA ESPIGADILLA;7.88761609;-80.3891833;Primaria;124;SI;TERRESTRE;Demetrio Castro;61324185;ALBIS PEREZ;64930591;Drop CWP;10.60.64.120/30;172.16.51.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2822;ESC. LAS CRUCES;LOS SANTOS;LOS SANTOS;LAS CRUCES;7.83114088;-80.424102;Primaria;70;SI;TERRESTRE;Yorlenis Rodríguez ;67081358;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.32/30;172.17.25.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2823;ESC. GUARAREITO- LA LIMONA;LOS SANTOS;LOS SANTOS;LAS CRUCES;7.793869460;-80.43852520;Primaria;36;SI;TERRESTRE;Erika Morales ;66026940;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.124/30;172.17.187.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2824;ESC. LAS GUABAS;LOS SANTOS;LOS SANTOS;LAS GUABAS;7.81496929;-80.4980698;Primaria;38;SI;TERRESTRE;Yirilka Flores ;68472086;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.36/30;172.17.25.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2826;ESC. VILLA LOURDES;LOS SANTOS;LOS SANTOS;VILLA LOURDES;7.80960404;-80.4727203;Primaria;51;SI;TERRESTRE;Gonzalo Medina ;65846418;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.40/30;172.17.25.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2828;ESC. LA LAJA;LOS SANTOS;LOS SANTOS;VILLA LOURDES;7.79216075;-80.4862922;Primaria;13;SI;TERRESTRE;Beatriz Rodríguez ;68718638;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.44/30;172.17.25.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2829;ESC. LOS ANGELES;LOS SANTOS;LOS SANTOS;LOS ÁNGELES;7.885243610;-80.35408250;Primaria;37;SI;TERRESTRE;Lesbia Saez;64550666;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.128/30;172.17.188.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2831;ESC. LOS OLIVOS;LOS SANTOS;LOS SANTOS;LOS OLIVOS;7.90198;-80.49499;Primaria;104;SI;TERRESTRE;Denis Cigarruista;66922437;ALBIS PEREZ;64930591;Construcción FTTH;10.80.101.48/30;172.17.169.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2834;ESC. EL BIJAO;LOS SANTOS;LOS SANTOS;LOS OLIVOS;7.90270998;-80.4953303;Primaria;7;SI;TERRESTRE;Arnulfo Cantellano;65335774;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.52/30;172.17.25.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2835;ESC. EL GUAYABAL;LOS SANTOS;LOS SANTOS;LOS OLIVOS;7.89591886;-80.5098406;Primaria;38;SI;TERRESTRE;Damaris Aparicio ;64774514;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.56/30;172.17.25.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2836;ESC. LLANO LARGO;LOS SANTOS;LOS SANTOS;LLANO LARGO;7.90689384;-80.4242684;Primaria;165;SI;TERRESTRE;Nelys García ;67381027;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.60/30;172.17.25.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2840;ESC. JOSE DE LOS SANTOS MORENO;LOS SANTOS;LOS SANTOS;SABANA GRANDE;7.83825266;-80.3653869;Primaria;171;SI;TERRESTRE;Elizabeth García ;68321297;ALBIS PEREZ;64930591;Drop CWP;10.60.63.100/30;172.16.43.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2841;ESC. LAS ZATRAS;LOS SANTOS;LOS SANTOS;SABANA GRANDE;7.82273296;-80.3855079;Primaria;18;SI;TERRESTRE;Marthelis García ;66477061;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.64/30;172.17.26.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2842;ESC. SANTA ANA;LOS SANTOS;LOS SANTOS;SANTA ANA;7.933644740;-80.36448390;Primaria;157;SI;TERRESTRE;Juan de Dios Gomez ;65019852;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.132/30;172.17.188.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2844;ESC. SEÑOR DE LOS MILAGROS;LOS SANTOS;LOS SANTOS;SANTA ANA;7.917162;-80.38227;Primaria;82;SI;TERRESTRE;Maria Pinilla;65219251;ALBIS PEREZ;64930591;Drop CWP;10.60.60.156/30;172.17.135.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2845;ESC. TRES QUEBRA- DAS;LOS SANTOS;LOS SANTOS;TRES QUEBRA- DAS;7.84355284;-80.4034789;Primaria;72;SI;TERRESTRE;Luis Montero ;68381532;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.68/30;172.17.26.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2847;ESC. AGUA BUENA;LOS SANTOS;LOS SANTOS;AGUA BUENA;7.837158670;-80.39964440;Primaria;159;SI;TERRESTRE;Celideth Moreno;67789076;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.136/30;172.17.188.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2849;ESC. RUDECINDA RODRIGUEZ;LOS SANTOS;MACARACAS;MACARACAS;7.737346000;-80.54937300;Primaria;337;SI;TERRESTRE;Felicidad Gutierrez ;69020637;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.140/30;172.17.188.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2850;COL. RAFAEL A. MORENO;LOS SANTOS;MACARACAS;MACARACAS;7.732294;-80.551041;"Media Academic
a";719;SI;TERRESTRE;Eugenia Díaz Gutiérrez ;61508682;ALBIS PEREZ;64930591;Fibra Activa CWP;10.60.63.76/30;172.16.42.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2853;ESC. LOS HIGOS;LOS SANTOS;MACARACAS;MACARACAS;7.71377868;-80.5332384;Primaria;16;SI;TERRESTRE;Tatania Flores ;64608316;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.72/30;172.17.26.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2856;ESC. LOS LEALES;LOS SANTOS;MACARACAS;MACARACAS;7.75071956;-80.5246599;Primaria;20;SI;TERRESTRE;Alfonzo Rodriguez ;64462694;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.76/30;172.17.26.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2859;ESC. BAHIA HONDA;LOS SANTOS;MACARACAS;BAHÍA HONDA;7.71213432;-80.4538782;Primaria;25;SI;TERRESTRE;Lilibeth Robles;69532187;ALBIS PEREZ;64930591;Construcción OE;10.80.90.96/30;172.17.83.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2862;ESC. EL TOLU;LOS SANTOS;MACARACAS;BAJO DE GÜERA;7.56229091;-80.6341018;Primaria;2;SI;TERRESTRE;Fidelina Sanchez ;61723160;ALBIS PEREZ;64930591;Construcción OE;10.80.90.100/30;172.17.83.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2864;ESC. BAJOS DE GUERA;LOS SANTOS;MACARACAS;BAJO DE GÜERA;7.5531228;-80.6065328;Primaria;60;SI;TERRESTRE;Ivis de Melgar ;66334590;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.148/30;172.17.188.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2867;ESC. LA PAULA;LOS SANTOS;MACARACAS;BAJO DE GÜERA;7.58453083;-80.5849708;Primaria;10;SI;TERRESTRE;Lydia Cano ;68786840;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.152/30;172.17.188.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2870;CTRO. COROZAL;LOS SANTOS;MACARACAS;COROZAL;7.75472537;-80.4769192;Primaria;53;SI;TERRESTRE;Roxana Castro;68993888;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.80/30;172.17.26.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2871;ESC. CHUPA;LOS SANTOS;MACARACAS;CHUPÁ;7.802375290;-80.57272080;Primaria;19;SI;TERRESTRE;Esilda Corrales ;68309388;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.156/30;172.17.188.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2874;ESC. EL CEDRO;LOS SANTOS;MACARACAS;EL CEDRO;7.781447350;-80.53124980;Primaria;10;SI;TERRESTRE;olga Moreno;65165074;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.160/30;172.17.189.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
2877;ESC. LA MESA;LOS SANTOS;MACARACAS;LA MESA;7.65620117;-80.621916;Primaria;72;SI;TERRESTRE;Erika Cortés;68436217;ALBIS PEREZ;64930591;Construcción OE;10.80.90.104/30;172.17.83.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2880;ESC. EL PAJARO;LOS SANTOS;MACARACAS;LAS PALMAS;7.71489039;-80.5161671;Primaria;5;SI;TERRESTRE;Domitilo Dominguez;67441059;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.84/30;172.17.26.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2882;ESC. EL CALABAZO;LOS SANTOS;MACARACAS;LAS PALMAS;7.69036904;-80.5047119;Primaria;9;SI;TERRESTRE;Debora Montilla ;67416763;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.88/30;172.17.26.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2883;ESC. LOS GUAYABOS;LOS SANTOS;MACARACAS;LAS PALMAS;7.670808;-80.489375;Primaria;4;SI;TERRESTRE;Agripina Cano ;68337295;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.92/30;172.17.26.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2887;ESC. BOMBACHITO;LOS SANTOS;MACARACAS;LLANO DE PIEDRA;7.63992585;-80.5708951;Primaria;6;SI;TERRESTRE;Darilis Moreno ;69824439;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.164/30;172.17.189.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2890;ESC. LLANO DE PIEDRAS;LOS SANTOS;MACARACAS;LLANO DE PIEDRA;7.659999;-80.558967;Primaria;188;SI;TERRESTRE;Belgica S. de Ayarza ;67831046;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.168/30;172.17.189.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2898;INST. PLINIO A. MOSCOSO;LOS SANTOS;PEDASÍ;PEDASÍ;7.53306574;-80.0276013;Prof. Y Tecnica;227;SI;TERRESTRE;Rosa Cedeño;67452435;ALBIS PEREZ;64930591;Drop CWP;10.60.60.212/30;172.16.22.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2900;C.E.B.G. PLINIO A. MOSCOSO;LOS SANTOS;PEDASÍ;PEDASÍ;7.5320178;-80.0290748;Basica General;312;SI;TERRESTRE;Digna Garcia;68747731;ALBIS PEREZ;64930591;Drop CWP;10.60.60.216/30;172.17.135.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2904;ESC. PABLO BALLESTEROS;LOS SANTOS;PEDASÍ;LOS ASIENTOS;7.51503232;-80.1309127;Primaria;80;SI;TERRESTRE;Nancy González;67946785;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.96/30;172.17.27.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2911;ESC. MARIABE;LOS SANTOS;PEDASÍ;MARIABÉ;7.58116359;-80.0632689;Primaria;25;SI;TERRESTRE;Magalys Espinosa;67962734;ALBIS PEREZ;64930591;Drop CWP;10.60.60.220/30;172.16.22.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2913;ESC. PURIO;LOS SANTOS;PEDASÍ;PURIO;7.60065387;-80.0815273;Primaria;11;SI;TERRESTRE;Leila Jaén;67619112;ALBIS PEREZ;64930591;Drop CWP;10.60.61.220/30;172.16.30.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2919;ESC. LA LAGUNA;LOS SANTOS;POCRÍ;POCRÍ;7.62975937;-80.1196758;Primaria;22;SI;TERRESTRE;Elliot Ballesteros ;65767492;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.100/30;172.17.27.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2920;C.E.B.G. ERNESTINA SUCRE;LOS SANTOS;POCRÍ;POCRÍ;7.6616659;-80.1217052;Basica General;152;SI;TERRESTRE;Marisol Saavedra ;65526946;ALBIS PEREZ;64930591;Drop CWP;10.60.60.208/30;172.16.22.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2922;ESC. CAÑAFISTULO;LOS SANTOS;POCRÍ;CAÑAFÍSTULO;7.6192187;-80.2286783;Primaria;11;SI;TERRESTRE;Elvia Ureña;66468599;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.108/30;172.17.27.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2926;ESC. ABIGAIL ESCALA;LOS SANTOS;POCRÍ;LAJAMINA;7.59190121;-80.1331793;Primaria;8;SI;TERRESTRE;Briceida de Vergara;64132396;ALBIS PEREZ;64930591;Construcción FTTH;10.60.66.64/30;172.16.66.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2935;ESC. JUSTO VAS- QUEZ B.;LOS SANTOS;POCRÍ;PARITILLA;7.63061422;-80.1696471;Primaria;38;SI;TERRESTRE;José Batista;69101930;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.116/30;172.17.27.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2937;ESC. ROSA MA. ANGULO DE ARCE;LOS SANTOS;TONOSÍ;TONOSÍ;7.40733833;-80.4386296;Primaria;334;SI;TERRESTRE;Jorge Gonzalez ;67000700;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.176/30;172.17.189.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2940;ESC. BUCARO;LOS SANTOS;TONOSÍ;TONOSÍ;7.34806443;-80.353083;Primaria;26;SI;TERRESTRE;Melquiades Cedeño ;67046338;ALBIS PEREZ;64930591;Construcción OE;10.80.90.108/30;172.17.83.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2943;ESC. RIO QUEMA;LOS SANTOS;TONOSÍ;ALTOS DE GÜERA;7.51263718;-80.5611687;Primaria;10;SI;TERRESTRE;María C. Dominguez;67343125;ALBIS PEREZ;64930591;Drop CWP;10.80.96.36/30;172.17.129.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2945;ESC. BOCA DE QUEMA;LOS SANTOS;TONOSÍ;ALTOS DE GÜERA;7.52193109;-80.5745922;Primaria;5;SI;TERRESTRE;Damaris Moreno;63195031;ALBIS PEREZ;64930591;Construcción OE;10.80.90.112/30;172.17.83.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2947;ESC. AGUA BUENA;LOS SANTOS;TONOSÍ;CAÑAS;7.45719979;-80.3432817;Primaria;4;SI;TERRESTRE;Marta Quinzada;67845939;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.120/30;172.17.27.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2949;ESC. PABLO BARRIOS;LOS SANTOS;TONOSÍ;CAÑAS;7.44762858;-80.2628573;Primaria;65;SI;TERRESTRE;Jose Perez ;64449299;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.124/30;172.17.27.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2951;ESC. AQUILINO DOMINGUEZ;LOS SANTOS;TONOSÍ;EL BEBEDERO;7.39698856;-80.4830847;Primaria;11;SI;TERRESTRE;Luis Batista;64003810;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.180/30;172.17.189.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2952;ESC. LA COROCITA;LOS SANTOS;TONOSÍ;EL BEBEDERO;7.45060898;-80.5159977;Primaria;9;SI;TERRESTRE;Oris Pérez;69857608;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.184/30;172.17.189.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2953;"ESC. RIO VIEJO DE
PERINA (Arturo
Perez Caballero)";LOS SANTOS;TONOSÍ;EL BEBEDERO;7.42043036;-80.4756235;Primaria;18;SI;TERRESTRE;Judith Navarro;66773026;ALBIS PEREZ;64930591;Drop CWP; 10.60.66.16/30;172.16.64.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2954;ESC. RIO VIEJO DEL SOLAR;LOS SANTOS;TONOSÍ;EL CACAO;7.42593647;-80.4136755;Primaria;21;SI;TERRESTRE;Yessy Acevedo;69577456;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.188/30;172.17.189.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
2955;I.P.T.A. TONOSI;LOS SANTOS;TONOSÍ;EL CACAO;7.44141362;-80.407859;Prof. Y Tecnica;455;SI;TERRESTRE;Eleuterio Marín Ojo;64153984;ALBIS PEREZ;64930591;Construcción FTTH;10.80.94.120/30;172.17.115.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
2957;ESC. EL CACAO;LOS SANTOS;TONOSÍ;EL CACAO;7.44990118;-80.4034146;Primaria;68;SI;TERRESTRE;Reina Frias ;67744081;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.132/30;172.17.28.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2958;ESC. EL CORTEZO ARRIBA;LOS SANTOS;TONOSÍ;EL CORTEZO;7.42948889;-80.6331235;Primaria;34;SI;TERRESTRE;Nereida Diaz;68180269;ALBIS PEREZ;64930591;Construcción OE;10.80.90.116/30;172.17.83.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2966;ESC. FLORES;LOS SANTOS;TONOSÍ;FLORES;7.48262943;-80.4058178;Primaria;17;SI;TERRESTRE;Francisco Quintero ;63923744;ALBIS PEREZ;64930591;Construcción FTTH;10.80.83.136/30;172.17.28.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;SI
2968;ESC. PEDREGAL;LOS SANTOS;TONOSÍ;GUANICO;7.28786698;-80.4321395;Primaria;12;SI;TERRESTRE;Maritza Roriguez;63408613;ALBIS PEREZ;64930591;Construcción OE;10.80.90.120/30;172.17.83.192/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;SI
2969;ESC. LA ZAPOTOSA;LOS SANTOS;TONOSÍ;GUANICO;7.32277644;-80.4830536;Primaria;6;SI;TERRESTRE;Eustorgio Gonzalez ;66836348;ALBIS PEREZ;64930591;Fibra Activa CWP;10.80.103.192/30;172.17.190.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
